"","년도","학기","학번(입학연도)","class_number","소속","교과목번호","교과목명","이수구분","교직영역","선택영역","학점","등급","평가방식","평점","재수강"
"7167","2014","1학기","13","s571","전자정보공학대학 디지털콘텐츠학과","004268","데이터구조론","전필",NA,NA,"3","B+","GRADE","3.5",NA
"7168","2014","1학기","13","s571","전자정보공학대학 디지털콘텐츠학과","005619","멀티미디어프로그래밍","전필",NA,NA,"3","C0","GRADE","2.0",NA
"7169","2014","1학기","13","s571","전자정보공학대학 디지털콘텐츠학과","005636","멀티미디어","전선",NA,NA,"3","C+","GRADE","2.5",NA
"7170","2014","2학기","13","s571","전자정보공학대학 디지털콘텐츠학과","001725","선형대수","전선",NA,NA,"3","B+","GRADE","3.5",NA
"7171","2014","2학기","13","s571","전자정보공학대학 디지털콘텐츠학과","002010","알고리즘","전필",NA,NA,"3","C0","GRADE","2.0",NA
"7172","2015","1학기","13","s571","전자정보공학대학 디지털콘텐츠학과","002493","이산수학","전선",NA,NA,"3","C+","GRADE","2.5",NA
"7173","2015","1학기","13","s571","전자정보공학대학 디지털콘텐츠학과","004310","운영체제","전필",NA,NA,"3","C0","GRADE","2.0",NA
"7174","2015","1학기","13","s571","전자정보공학대학 디지털콘텐츠학과","006237","웹프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"7175","2015","1학기","13","s571","전자정보공학대학 디지털콘텐츠학과","007219","데이터베이스","전필",NA,NA,"3","C+","GRADE","2.5",NA
"7176","2015","1학기","13","s571","전자정보공학대학 디지털콘텐츠학과","008290","문화콘텐츠개론","전선",NA,NA,"3","C+","GRADE","2.5",NA
"7177","2015","2학기","13","s571","전자정보공학대학 디지털콘텐츠학과","001769","소프트웨어공학","전선",NA,NA,"3","C0","GRADE","2.0",NA
"7178","2015","2학기","13","s571","전자정보공학대학 디지털콘텐츠학과","003276","컴퓨터구조론","전필",NA,NA,"3","C+","GRADE","2.5","2014-2 003276 컴퓨터구조론(학부)"
"7179","2015","2학기","13","s571","전자정보공학대학 디지털콘텐츠학과","006877","게임기획","전선",NA,NA,"3","A0","GRADE","4.0",NA
"7180","2015","2학기","13","s571","전자정보공학대학 디지털콘텐츠학과","007330","확률및통계","전선",NA,NA,"3","C+","GRADE","2.5",NA
"7181","2013","1학기","13","s572","전자정보공학대학 디지털콘텐츠학과","004038","C프로그래밍","전필",NA,NA,"3","B+","GRADE","3.5",NA
"7182","2014","1학기","13","s572","전자정보공학대학 디지털콘텐츠학과","004268","데이터구조론","전필",NA,NA,"3","B0","GRADE","3.0",NA
"7183","2014","1학기","13","s572","전자정보공학대학 디지털콘텐츠학과","005619","멀티미디어프로그래밍","전필",NA,NA,"3","B+","GRADE","3.5",NA
"7184","2014","1학기","13","s572","전자정보공학대학 디지털콘텐츠학과","005636","멀티미디어","전선",NA,NA,"3","B+","GRADE","3.5",NA
"7185","2014","2학기","13","s572","전자정보공학대학 디지털콘텐츠학과","001725","선형대수","전선",NA,NA,"3","B0","GRADE","3.0",NA
"7186","2014","2학기","13","s572","전자정보공학대학 디지털콘텐츠학과","003276","컴퓨터구조론","전필",NA,NA,"3","C+","GRADE","2.5",NA
"7187","2014","2학기","13","s572","전자정보공학대학 디지털콘텐츠학과","006473","C++프로그래밍","전필",NA,NA,"3","B0","GRADE","3.0","2013-2 006473 C++프로그래밍(학부)"
"7188","2015","1학기","13","s572","전자정보공학대학 디지털콘텐츠학과","008290","문화콘텐츠개론","전선",NA,NA,"3","B0","GRADE","3.0",NA
"7189","2015","1학기","13","s572","전자정보공학대학 디지털콘텐츠학과","009495","중국어입문","복선",NA,NA,"3","B+","GRADE","3.5",NA
"7190","2015","2학기","13","s572","전자정보공학대학 디지털콘텐츠학과","001134","무역실무","복선","기본이수",NA,"3","B+","GRADE","3.5",NA
"7191","2015","2학기","13","s572","전자정보공학대학 디지털콘텐츠학과","004008","회계원리1","복선","기본이수",NA,"3","B0","GRADE","3.0",NA
"7192","2015","2학기","13","s572","전자정보공학대학 디지털콘텐츠학과","005130","JAVA프로그래밍","전선",NA,NA,"3","B0","GRADE","3.0",NA
"7193","2015","2학기","13","s572","전자정보공학대학 디지털콘텐츠학과","007330","확률및통계","전선",NA,NA,"3","B+","GRADE","3.5",NA
"7194","2015","2학기","13","s572","전자정보공학대학 디지털콘텐츠학과","009611","초급중국어","복선",NA,NA,"3","C+","GRADE","2.5",NA
"7195","2016","1학기","13","s572","전자정보공학대학 디지털콘텐츠학과","F03049","데이터베이스기초","전선",NA,NA,"3","P","P/NP","0.0",NA
"7196","2013","2학기","13","s573","전자정보공학대학 디지털콘텐츠학과","006473","C++프로그래밍","전필",NA,NA,"3","A+","GRADE","4.5",NA
"7197","2014","1학기","13","s573","전자정보공학대학 디지털콘텐츠학과","004038","C프로그래밍","전필",NA,NA,"3","A0","GRADE","4.0","2013-1 004038 C프로그래밍(학부)"
"7198","2014","1학기","13","s573","전자정보공학대학 디지털콘텐츠학과","004268","데이터구조론","전필",NA,NA,"3","C+","GRADE","2.5",NA
"7199","2014","1학기","13","s573","전자정보공학대학 디지털콘텐츠학과","005619","멀티미디어프로그래밍","전필",NA,NA,"3","B+","GRADE","3.5",NA
"7200","2014","1학기","13","s573","전자정보공학대학 디지털콘텐츠학과","005636","멀티미디어","전선",NA,NA,"3","B0","GRADE","3.0",NA
"7201","2015","1학기","13","s573","전자정보공학대학 디지털콘텐츠학과","007687","콘텐츠저작설계","전선",NA,NA,"3","A+","GRADE","4.5",NA
"7202","2015","1학기","13","s573","전자정보공학대학 디지털콘텐츠학과","008290","문화콘텐츠개론","전선",NA,NA,"3","C+","GRADE","2.5",NA
"7203","2015","1학기","13","s573","전자정보공학대학 디지털콘텐츠학과","009710","창업현장실습1","연선",NA,NA,"3","P","P/NP","0.0",NA
"7204","2015","2학기","13","s573","전자정보공학대학 디지털콘텐츠학과","003276","컴퓨터구조론","전필",NA,NA,"3","C+","GRADE","2.5","2014-2 003276 컴퓨터구조론(학부)"
"7205","2015","2학기","13","s573","전자정보공학대학 디지털콘텐츠학과","006877","게임기획","전선",NA,NA,"3","D+","GRADE","1.5",NA
"7206","2015","2학기","13","s573","전자정보공학대학 디지털콘텐츠학과","009711","창업현장실습2","연선",NA,NA,"3","P","P/NP","0.0",NA
"7207","2013","2학기","13","s574","전자정보공학대학 디지털콘텐츠학과","006473","C++프로그래밍","전필",NA,NA,"3","B0","GRADE","3.0",NA
"7208","2014","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","004038","C프로그래밍","전필",NA,NA,"3","C+","GRADE","2.5","2013-1 004038 C프로그래밍(학부)"
"7209","2014","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","004268","데이터구조론","전필",NA,NA,"3","B0","GRADE","3.0",NA
"7210","2014","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","005636","멀티미디어","전선",NA,NA,"3","C+","GRADE","2.5",NA
"7211","2015","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","002493","이산수학","전선",NA,NA,"3","D+","GRADE","1.5",NA
"7212","2015","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","006237","웹프로그래밍","전선",NA,NA,"3","C+","GRADE","2.5",NA
"7213","2015","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","008290","문화콘텐츠개론","전선",NA,NA,"3","B+","GRADE","3.5",NA
"7214","2015","2학기","13","s574","전자정보공학대학 디지털콘텐츠학과","001725","선형대수","전선",NA,NA,"3","A+","GRADE","4.5",NA
"7215","2015","2학기","13","s574","전자정보공학대학 디지털콘텐츠학과","002010","알고리즘","전필",NA,NA,"3","B+","GRADE","3.5",NA
"7216","2015","2학기","13","s574","전자정보공학대학 디지털콘텐츠학과","003276","컴퓨터구조론","전필",NA,NA,"3","B0","GRADE","3.0",NA
"7217","2016","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","004076","마케팅관리","복선",NA,NA,"3","B+","GRADE","3.5",NA
"7218","2016","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","007330","확률및통계","전선",NA,NA,"3","B0","GRADE","3.0",NA
"7219","2016","1학기","13","s574","전자정보공학대학 디지털콘텐츠학과","009495","중국어입문","복선",NA,NA,"3","C+","GRADE","2.5",NA
"7220","2016","2학기","13","s574","전자정보공학대학 디지털콘텐츠학과","004008","회계원리1","복선","기본이수",NA,"3","B0","GRADE","3.0",NA
"7221","2016","2학기","13","s574","전자정보공학대학 디지털콘텐츠학과","009080","일본사회입문","복선",NA,NA,"3","C+","GRADE","2.5",NA
"7222","2016","2학기","13","s574","전자정보공학대학 디지털콘텐츠학과","009110","중국무역실무","복선",NA,NA,"3","C+","GRADE","2.5",NA
"7223","2016","2학기","13","s574","전자정보공학대학 디지털콘텐츠학과","009611","초급중국어","복선",NA,NA,"3","C0","GRADE","2.0",NA
"7224","2013","2학기","13","s575","전자정보공학대학 디지털콘텐츠학과","006473","C++프로그래밍","전필",NA,NA,"3","C0","GRADE","2.0",NA
"7225","2015","1학기","13","s575","전자정보공학대학 디지털콘텐츠학과","004038","C프로그래밍","전필",NA,NA,"3","F","GRADE","0.0","2013-1 004038 C프로그래밍(학부)"
"7226","2015","1학기","13","s575","전자정보공학대학 디지털콘텐츠학과","004268","데이터구조론","전필",NA,NA,"3","D+","GRADE","1.5",NA
"7227","2015","1학기","13","s575","전자정보공학대학 디지털콘텐츠학과","005636","멀티미디어","전선",NA,NA,"3","C0","GRADE","2.0",NA
